index,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
500,Garden City,38.9001116,-77.1352571,Ghin Na Ree,38.897554755883604,-77.13950946069026,Thai Restaurant
501,Garden City,38.9001116,-77.1352571,Tutti Frutti Frozen Yogurt,38.897117925068216,-77.1382774438464,Frozen Yogurt Shop
502,Garden City,38.9001116,-77.1352571,Little Caesars,38.896480560302734,-77.13316345214844,Pizza Place
503,Garden City,38.9001116,-77.1352571,Lee Harrison Shopping Center,38.89725924287087,-77.1384165625647,Shopping Mall
504,Garden City,38.9001116,-77.1352571,The FIX Massage + Wellness,38.896732963703,-77.13523339767859,Massage Studio
505,Garden City,38.9001116,-77.1352571,La Moo Creamery,38.897512672139555,-77.13847517967224,Ice Cream Shop
506,Garden City,38.9001116,-77.1352571,Loyal Companion,38.89758,-77.13868,Pet Service
507,Garden City,38.9001116,-77.1352571,My Vapez Arlington,38.896682216498874,-77.13350305032675,Electronics Store
508,Garden City,38.9001116,-77.1352571,Dominion Pet Center,38.897400522531356,-77.13856466344836,Pet Store
509,Garden City,38.9001116,-77.1352571,Dogma Gourmet Dog Bakery & Boutique,38.897207763790014,-77.1382793641134,Pet Store
510,Garden City,38.9001116,-77.1352571,Sam Torrey Shoe Service,38.896512985899086,-77.13392976607885,Shoe Store
511,Garden City,38.9001116,-77.1352571,Perfect Pointe Dance Studio,38.89757303527016,-77.1388948338032,Dance Studio
512,Garden City,38.9001116,-77.1352571,Wild Birds Unlimited,38.89707512922359,-77.13827982015992,Miscellaneous Shop
513,Garden City,38.9001116,-77.1352571,Parcel Plus,38.89749485401999,-77.1389917605798,Shipping Store
514,Garden City,38.9001116,-77.1352571,Aladdin Restaurant,38.89651035904035,-77.13294686192555,Indian Restaurant
515,Garden City,38.9001116,-77.1352571,Ghin Na Ree Thai,38.897481633740306,-77.13937938769051,Thai Restaurant
516,Garden City,38.9001116,-77.1352571,Yorktown High School Soccer Field (Greenbrier Park),38.900553296339396,-77.1406544224967,Soccer Field
517,Greenbrier,38.90110675,-77.1412416843229,Duck Donuts,38.89771400000001,-77.1395957,Donut Shop
518,Greenbrier,38.90110675,-77.1412416843229,Peter Chang,38.89775690733666,-77.1389177441597,Szechuan Restaurant
519,Greenbrier,38.90110675,-77.1412416843229,pie-tanza,38.89756640809292,-77.13887696750692,Pizza Place
520,Greenbrier,38.90110675,-77.1412416843229,Yorktown Aquatic Center,38.90273281192263,-77.13978549861402,Pool
521,Greenbrier,38.90110675,-77.1412416843229,Sushi-Zen,38.89729599970816,-77.13851173527992,Sushi Restaurant
522,Greenbrier,38.90110675,-77.1412416843229,Taqueria el Poblano,38.897480667885546,-77.13882098550137,Mexican Restaurant
523,Greenbrier,38.90110675,-77.1412416843229,Chestnut Hills Park,38.90030137568034,-77.14250038245554,Playground
524,Greenbrier,38.90110675,-77.1412416843229,Elevation Burger,38.897293,-77.138286,Burger Joint
525,Greenbrier,38.90110675,-77.1412416843229,Chesapeake Bagel Bakery,38.89725558792097,-77.13847216935704,Bagel Shop
526,Greenbrier,38.90110675,-77.1412416843229,Ghin Na Ree,38.897554755883604,-77.13950946069026,Thai Restaurant
527,Greenbrier,38.90110675,-77.1412416843229,Safeway,38.89687003252042,-77.13943810793353,Grocery Store
528,Greenbrier,38.90110675,-77.1412416843229,Starbucks,38.897377,-77.13811,Coffee Shop
529,Greenbrier,38.90110675,-77.1412416843229,Lee Harrison Shopping Center,38.89725924287087,-77.1384165625647,Shopping Mall
530,Greenbrier,38.90110675,-77.1412416843229,Ghin Na Ree Thai,38.897481633740306,-77.13937938769051,Thai Restaurant
531,Greenbrier,38.90110675,-77.1412416843229,Rock Spring Park,38.90500186812767,-77.14071461774847,Park
532,Greenbrier,38.90110675,-77.1412416843229,American Nail Salon,38.89755348888516,-77.13891980738727,Salon / Barbershop
533,Greenbrier,38.90110675,-77.1412416843229,Loyal Companion,38.89758,-77.13868,Pet Service
534,Greenbrier,38.90110675,-77.1412416843229,La Moo Creamery,38.897512672139555,-77.13847517967224,Ice Cream Shop
535,High View Park,38.8937692,-77.1267374393176,Heidelberg Pastry Shoppe,38.89618,-77.12727,Bakery
536,High View Park,38.8937692,-77.1267374393176,Livin' the Pie Life,38.89702916794205,-77.12321294323773,Pie Shop
537,High View Park,38.8937692,-77.1267374393176,Royal Essence Salon,38.897349774944935,-77.12412991211312,Nail Salon
538,High View Park,38.8937692,-77.1267374393176,Cowboy Cafe North,38.89682283458199,-77.12534368225936,American Restaurant
539,High View Park,38.8937692,-77.1267374393176,Patriot CrossFit,38.89614714340878,-77.12339169940617,Gym / Fitness Center
540,High View Park,38.8937692,-77.1267374393176,7-Eleven,38.8960514183709,-77.1299082040786,Convenience Store
541,High View Park,38.8937692,-77.1267374393176,Linda's Cafe,38.89633560077374,-77.13116933004696,Diner
542,High View Park,38.8937692,-77.1267374393176,KFC,38.89673123581019,-77.12830249631253,Fried Chicken Joint
543,High View Park,38.8937692,-77.1267374393176,Preston's Care Pharmacy,38.896527,-77.131112,Pharmacy
544,High View Park,38.8937692,-77.1267374393176,Arlington Kabob,38.89613449056309,-77.13093113087264,Afghan Restaurant
545,High View Park,38.8937692,-77.1267374393176,Redbox,38.89635,-77.130351,Video Store
546,High View Park,38.8937692,-77.1267374393176,Papa John's Pizza,38.89608667561873,-77.12294353630023,Pizza Place
547,High View Park,38.8937692,-77.1267374393176,Domino's Pizza,38.896976186748994,-77.12575078010565,Pizza Place
548,High View Park,38.8937692,-77.1267374393176,Taco Bell,38.896594585597455,-77.12867389725798,Fast Food Restaurant
549,High View Park,38.8937692,-77.1267374393176,Ruffino's Spaghetti House,38.89749194976414,-77.12419482474576,Italian Restaurant
550,High View Park,38.8937692,-77.1267374393176,KH Art & Framing,38.89764203625721,-77.12380811316274,Arts & Crafts Store
551,High View Park,38.8937692,-77.1267374393176,1987,38.894229,-77.123265,Construction & Landscaping
552,High View Park,38.8937692,-77.1267374393176,Craig Pokes U,38.896707,-77.125807,Piercing Parlor
553,High View Park,38.8937692,-77.1267374393176,India A-1 Grocery,38.896857932984055,-77.12580387320044,Grocery Store
554,High View Park,38.8937692,-77.1267374393176,Minerva Express,38.89691870497472,-77.12579392189727,Indian Restaurant
555,High View Park,38.8937692,-77.1267374393176,Subway,38.896725605129795,-77.12593596268805,Sandwich Place
556,High View Park,38.8937692,-77.1267374393176,McDonald's,38.896318621306385,-77.12623894214624,Fast Food Restaurant
557,High View Park,38.8937692,-77.1267374393176,"Dominion Electric Supply Company, Inc.",38.89658875829591,-77.13036494767371,Electronics Store
558,Halls Hill,38.8977851,-77.1285845,Heidelberg Pastry Shoppe,38.89618,-77.12727,Bakery
559,Halls Hill,38.8977851,-77.1285845,Royal Essence Salon,38.897349774944935,-77.12412991211312,Nail Salon
560,Halls Hill,38.8977851,-77.1285845,Livin' the Pie Life,38.89702916794205,-77.12321294323773,Pie Shop
561,Halls Hill,38.8977851,-77.1285845,Gharer Khabar,38.896499094917736,-77.13231269840502,Indian Restaurant
562,Halls Hill,38.8977851,-77.1285845,Cowboy Cafe North,38.89682283458199,-77.12534368225936,American Restaurant
563,Halls Hill,38.8977851,-77.1285845,Linda's Cafe,38.89633560077374,-77.13116933004696,Diner
564,Halls Hill,38.8977851,-77.1285845,7-Eleven,38.8960514183709,-77.1299082040786,Convenience Store
565,Halls Hill,38.8977851,-77.1285845,Caribbean Grill,38.896557,-77.133289,Caribbean Restaurant
566,Halls Hill,38.8977851,-77.1285845,Preston's Care Pharmacy,38.896527,-77.131112,Pharmacy
567,Halls Hill,38.8977851,-77.1285845,KFC,38.89673123581019,-77.12830249631253,Fried Chicken Joint
568,Halls Hill,38.8977851,-77.1285845,Redbox,38.89635,-77.130351,Video Store
569,Halls Hill,38.8977851,-77.1285845,Arlington Kabob,38.89613449056309,-77.13093113087264,Afghan Restaurant
570,Halls Hill,38.8977851,-77.1285845,Patriot CrossFit,38.89614714340878,-77.12339169940617,Gym / Fitness Center
571,Halls Hill,38.8977851,-77.1285845,Saran Indian Cuisine,38.896453032326896,-77.1325811575259,Indian Restaurant
572,Halls Hill,38.8977851,-77.1285845,Domino's Pizza,38.896976186748994,-77.12575078010565,Pizza Place
573,Halls Hill,38.8977851,-77.1285845,Taco Bell,38.896594585597455,-77.12867389725798,Fast Food Restaurant
574,Halls Hill,38.8977851,-77.1285845,Ruffino's Spaghetti House,38.89749194976414,-77.12419482474576,Italian Restaurant
575,Halls Hill,38.8977851,-77.1285845,KH Art & Framing,38.89764203625721,-77.12380811316274,Arts & Crafts Store
576,Halls Hill,38.8977851,-77.1285845,Little Caesars,38.896480560302734,-77.13316345214844,Pizza Place
577,Halls Hill,38.8977851,-77.1285845,Wendy's,38.89607959997792,-77.13185951113695,Fast Food Restaurant
578,Halls Hill,38.8977851,-77.1285845,Sport Fair,38.8961489816799,-77.12949200140139,Sporting Goods Shop
579,Halls Hill,38.8977851,-77.1285845,"Dominion Electric Supply Company, Inc.",38.89658875829591,-77.13036494767371,Electronics Store
580,Halls Hill,38.8977851,-77.1285845,Thai Thai,38.89657109678068,-77.13154614206103,Thai Restaurant
581,Halls Hill,38.8977851,-77.1285845,Wells Fargo,38.89801366650997,-77.12347693741322,Bank
582,Halls Hill,38.8977851,-77.1285845,India A-1 Grocery,38.896857932984055,-77.12580387320044,Grocery Store
583,Halls Hill,38.8977851,-77.1285845,Craig Pokes U,38.896707,-77.125807,Piercing Parlor
584,Halls Hill,38.8977851,-77.1285845,Thirsty Bernie Sports Bar & Grille,38.89714456854104,-77.12289412491974,Gastropub
585,Halls Hill,38.8977851,-77.1285845,LA Tee-Shirt,38.89643,-77.13171,Clothing Store
586,Halls Hill,38.8977851,-77.1285845,Aladdin Restaurant,38.89651035904035,-77.13294686192555,Indian Restaurant
587,Halls Hill,38.8977851,-77.1285845,My Vapez Arlington,38.896682216498874,-77.13350305032675,Electronics Store
588,Halls Hill,38.8977851,-77.1285845,High View Park,38.89378172759746,-77.12686794717739,Park
589,Halls Hill,38.8977851,-77.1285845,Sam Torrey Shoe Service,38.896512985899086,-77.13392976607885,Shoe Store
590,Jackson Court,38.958506,-94.470077,White Oak Park,38.960638,-94.470212,Park
591,Lee Heights,38.902056,-77.117201,Lebanese Taverna Market,38.89900584552339,-77.11735717188063,Middle Eastern Restaurant
592,Lee Heights,38.902056,-77.117201,Pastries by Randolph,38.89839081410502,-77.1181768982754,Bakery
593,Lee Heights,38.902056,-77.117201,Arrowine & Cheese,38.898468402738295,-77.11839954315367,Wine Shop
594,Lee Heights,38.902056,-77.117201,Starbucks,38.89837,-77.119,Coffee Shop
595,Lee Heights,38.902056,-77.117201,Crisp & Juicy,38.89850869803161,-77.11928842507425,Latin American Restaurant
596,Lee Heights,38.902056,-77.117201,Starbucks Coffee,38.8990178364673,-77.1159453497035,Coffee Shop
597,Lee Heights,38.902056,-77.117201,7-Eleven,38.8987975068609,-77.1187126636505,Convenience Store
598,Lee Heights,38.902056,-77.117201,Chipotle Mexican Grill,38.898357478221705,-77.11875103497027,Mexican Restaurant
599,Lyon Park,38.880435799999994,-77.08985290000001,Texas Jack's Barbecue,38.8811937,-77.0904272,BBQ Joint
600,Lyon Park,38.880435799999994,-77.08985290000001,El Charrito Caminante,38.87981161266691,-77.09028471641368,Taco Place
601,Lyon Park,38.880435799999994,-77.08985290000001,Mocha Cafe & Pastry,38.88014685828168,-77.09049850702286,Café
602,Lyon Park,38.880435799999994,-77.08985290000001,Lyon Park,38.87943762358444,-77.09242242366113,Park
603,Lyon Park,38.880435799999994,-77.08985290000001,Astor Mediterranean,38.880628634928335,-77.0858821411323,Mediterranean Restaurant
604,Lyon Park,38.880435799999994,-77.08985290000001,Bonchon Chicken,38.880931,-77.085752,Korean Restaurant
605,Lyon Park,38.880435799999994,-77.08985290000001,Sibarita Restaurant,38.879965202546465,-77.09047168493271,South American Restaurant
606,Lyon Park,38.880435799999994,-77.08985290000001,Spark Yoga,38.880953184704914,-77.08517491380077,Yoga Studio
607,Lyon Park,38.880435799999994,-77.08985290000001,Origins Thai Spa Elite,38.883955390377395,-77.09293416047272,Spa
608,Lyon Park,38.880435799999994,-77.08985290000001,European Food Import Export,38.88045170479377,-77.09074527025223,Grocery Store
609,Lyon Park,38.880435799999994,-77.08985290000001,Redbox,38.880407,-77.090289,Video Store
610,Lyon Park,38.880435799999994,-77.08985290000001,zpizza,38.879825306433844,-77.0903992652893,Pizza Place
611,Lyon Park,38.880435799999994,-77.08985290000001,Masala Express,38.880456,-77.089598,Indian Restaurant
612,Lyon Park,38.880435799999994,-77.08985290000001,Eastern Carry Out,38.8805627419056,-77.08643792371083,Chinese Restaurant
613,Lyon Park,38.880435799999994,-77.08985290000001,7-Eleven,38.8796603539472,-77.0902624726295,Convenience Store
614,Lyon Park,38.880435799999994,-77.08985290000001,Shell,38.88423094154241,-77.09244124281881,Gas Station
615,Lyon Park,38.880435799999994,-77.08985290000001,Metro Motor | Lyon Park Liberty,38.88067,-77.09118583,Auto Workshop
616,Lyon Park,38.880435799999994,-77.08985290000001,10-Barton Community Garden,38.880458251450456,-77.08833384695888,Garden
617,Lyon Park,38.880435799999994,-77.08985290000001,Beer Camp,38.88063461753494,-77.08814366994017,Nature Preserve
618,Lyon Park,38.880435799999994,-77.08985290000001,Paisano's Pizza,38.88088189148487,-77.08549892651274,Pizza Place
619,Lyon Park,38.880435799999994,-77.08985290000001,Clay Park,38.88101117820504,-77.09368691231725,Park
620,Lyon Park,38.880435799999994,-77.08985290000001,Pool at Sheffield Court Appartments,38.881593224822694,-77.08565996948006,Pool
621,Lyon Park,38.880435799999994,-77.08985290000001,K-BBQ Taco Box FoodTruck By Chef.Eric,38.882149246707165,-77.08595365340814,Food Truck
622,Lyon Park,38.880435799999994,-77.08985290000001,Spring Mill Bread Company,38.88096173052489,-77.08508994384582,Bakery
623,Madison Manor,38.8803897,-77.14720190000001,Mace Park,38.8808345590909,-77.1450026480595,Park
624,Madison Manor,38.8803897,-77.14720190000001,Upshot Falls,38.88081894703129,-77.14459256910015,Scenic Lookout
625,Madison Manor,38.8803897,-77.14720190000001,Four Mile Run Trail 1 Mile Mark,38.881441579437414,-77.1444577483124,Trail
626,Madison Manor,38.8803897,-77.14720190000001,Madison Manor Park,38.882057,-77.15043,Park
627,Maywood,38.897368799999995,-77.10024771263579,The Italian Store,38.89665053332292,-77.09658751305236,Grocery Store
628,Maywood,38.897368799999995,-77.10024771263579,Tarbouch Mediterranean Grill,38.89570355818775,-77.09709298507025,Mediterranean Restaurant
629,Maywood,38.897368799999995,-77.10024771263579,BGR - The Burger Joint,38.896583600461476,-77.09663805864085,Burger Joint
630,Maywood,38.897368799999995,-77.10024771263579,Walgreens,38.8957252,-77.0980279,Pharmacy
631,Maywood,38.897368799999995,-77.10024771263579,Starbucks,38.89657437906425,-77.09657848298568,Coffee Shop
632,Maywood,38.897368799999995,-77.10024771263579,Big Wheel Bikes,38.89668812525722,-77.09644340815208,Automotive Shop
633,Maywood,38.897368799999995,-77.10024771263579,CVS pharmacy,38.89637897729181,-77.09697907410084,Pharmacy
634,Maywood,38.897368799999995,-77.10024771263579,Pizza Hut,38.896805011569164,-77.1017074584961,Pizza Place
635,Maywood,38.897368799999995,-77.10024771263579,Verizon Wireless,38.896308183710595,-77.09747761487955,Mobile Phone Shop
636,Maywood,38.897368799999995,-77.10024771263579,Baskin-Robbins,38.8958223644021,-77.10408331387796,Ice Cream Shop
637,Maywood,38.897368799999995,-77.10024771263579,Redbox,38.89589,-77.09725,Video Store
638,Maywood,38.897368799999995,-77.10024771263579,Dunkin',38.89570823738945,-77.10400510061169,Donut Shop
639,Maywood,38.897368799999995,-77.10024771263579,Shell,38.896163,-77.101854,Gas Station
640,Maywood,38.897368799999995,-77.10024771263579,Dunkin' Donuts,38.89583240671169,-77.09717683188896,Donut Shop
641,Maywood,38.897368799999995,-77.10024771263579,Safeway,38.8967762,-77.1056676,Grocery Store
642,Maywood,38.897368799999995,-77.10024771263579,Medifast,38.89632,-77.1018,Gym / Fitness Center
643,Maywood,38.897368799999995,-77.10024771263579,China Express,38.89654548146704,-77.10144709648851,Chinese Restaurant
644,New Dover,38.9067782,-77.1058118,Potomac Overlook Regional Park,38.91086594578346,-77.10746616478613,Park
645,New Dover,38.9067782,-77.1058118,Marcey Road Park,38.9089422755748,-77.10686756268609,Park
646,New Dover,38.9067782,-77.1058118,Donaldson Run Recreation Association,38.910030443289386,-77.1086318369967,Pool
647,Nauck,38.8475349,-77.08777409999999,New District Brewing Company,38.84370786864964,-77.08987412315334,Brewery
648,Nauck,38.8475349,-77.08777409999999,Weenie Beenie,38.84382,-77.08602,Hot Dog Joint
649,Nauck,38.8475349,-77.08777409999999,7-Eleven,38.848665,-77.084163,Convenience Store
650,Nauck,38.8475349,-77.08777409999999,Washington & Old Dominion Trail,38.84459976540654,-77.08663932583953,Trail
651,Nauck,38.8475349,-77.08777409999999,Jennie Dean Park,38.84333632513232,-77.08807271839267,Park
652,Nauck,38.8475349,-77.08777409999999,Wag More Dogs,38.845066660049106,-77.0924448858138,Pet Store
653,Green Valley,38.8550951,-77.08876049999999,Walter Reed Community Center,38.85782239400549,-77.08628273380815,Park
654,Green Valley,38.8550951,-77.08876049999999,Tobacco Hut,38.856069,-77.088765,Vape Store
655,Green Valley,38.8550951,-77.08876049999999,The Corner Tex Mex,38.85566317710029,-77.08805562043946,Mexican Restaurant
656,Green Valley,38.8550951,-77.08876049999999,Las Deliciad,38.85572676,-77.08823875,Mexican Restaurant
657,Green Valley,38.8550951,-77.08876049999999,Lacrosse Unlimited,38.85295516251125,-77.08854457541204,Sporting Goods Shop
658,Old Glebe,38.9202797,-77.13817579999998,Computer Repair Services,38.917999,-77.135971,Other Repair Shop
659,Old Glebe,38.9202797,-77.13817579999998,PS Bus Stop,38.918944,-77.134666,Bus Station
660,Lee Knolls,38.903776,-77.1158464999232,The Best Residential Garden In Arlington VA,38.904469124536696,-77.11051177278371,Garden
661,Penrose,38.86859395,-77.0830772422831,Penrose Park,38.86832926856241,-77.08244565590766,Playground
662,Penrose,38.86859395,-77.0830772422831,7-Eleven,38.8719165522222,-77.0842543244361,Convenience Store
663,Penrose,38.86859395,-77.0830772422831,Art Bus Stop #45001,38.8726667221782,-77.08257581653437,Bus Station
664,Penrose,38.86859395,-77.0830772422831,Fitness First,38.86777198302103,-77.07759600371706,Gym
665,Penrose,38.86859395,-77.0830772422831,I'm On A Shuttle,38.86558440696982,-77.07884378656199,Bus Station
666,Pentagon,38.87089315,-77.0545071218923,Pentagon Courtyard,38.87096182072816,-77.05588711706613,Plaza
667,Pentagon,38.87089315,-77.0545071218923,Pentagon Athletic Center (PAC),38.87064395037173,-77.05357647401387,Gym
668,Pentagon,38.87089315,-77.0545071218923,The Pentagon 9/11 Memorial,38.870522,-77.059251,Monument / Landmark
669,Pentagon,38.87089315,-77.0545071218923,Best Buy,38.86944935099098,-77.05417420589987,Electronics Store
670,Pentagon,38.87089315,-77.0545071218923,Popeyes Louisiana Kitchen,38.870663175708344,-77.05581392704646,Fried Chicken Joint
671,Pentagon,38.87089315,-77.0545071218923,Subway,38.86959367905042,-77.05423058442038,Sandwich Place
672,Pentagon,38.87089315,-77.0545071218923,Starbucks,38.87062595,-77.0569275,Coffee Shop
673,Pentagon,38.87089315,-77.0545071218923,Dunkin',38.8681289379333,-77.05574802830408,Donut Shop
674,Pentagon,38.87089315,-77.0545071218923,Au Bon Pain,38.870945,-77.055984,Café
675,Pentagon,38.87089315,-77.0545071218923,CVS pharmacy,38.86941885593355,-77.0541974889199,Pharmacy
676,Pentagon,38.87089315,-77.0545071218923,Burger King,38.871778058886555,-77.05624817790988,Fast Food Restaurant
677,Pentagon,38.87089315,-77.0545071218923,Starbucks,38.87192176,-77.05647808,Coffee Shop
678,Pentagon,38.87089315,-77.0545071218923,Pentagon Bus Bay L10,38.869136,-77.053158,Bus Stop
679,Pentagon,38.87089315,-77.0545071218923,Pentagon Bus Bay L7,38.86890282874331,-77.05354726275839,Bus Line
680,Pentagon,38.87089315,-77.0545071218923,Hot People Food Truck,38.8737619032112,-77.05788831250257,Food Truck
681,Pentagon City,38.8619206,-77.0596308,The Ritz-Carlton Pentagon City,38.86263547622315,-77.06010225514218,Hotel
682,Pentagon City,38.8619206,-77.0596308,Topshop at Nordstrom,38.86184300939167,-77.06112532130778,Clothing Store
683,Pentagon City,38.8619206,-77.0596308,Shake Shack,38.86312712370868,-77.05979796368275,Burger Joint
684,Pentagon City,38.8619206,-77.0596308,Matchbox American Kitchen + Spirit,38.8628483,-77.060147,Pizza Place
685,Pentagon City,38.8619206,-77.0596308,LUSH,38.863353224289284,-77.06086277961731,Cosmetics Shop
686,Pentagon City,38.8619206,-77.0596308,Nordstrom Cafe,38.86216007819862,-77.06042231978947,American Restaurant
687,Pentagon City,38.8619206,-77.0596308,California Pizza Kitchen,38.862019,-77.05919,Pizza Place
688,Pentagon City,38.8619206,-77.0596308,Victoria's Secret,38.863079095367624,-77.06084556236485,Lingerie Store
689,Pentagon City,38.8619206,-77.0596308,Costco,38.86112344167299,-77.05742754178694,Warehouse Store
690,Pentagon City,38.8619206,-77.0596308,Fashion Centre at Pentagon City,38.8631775,-77.0602938,Shopping Mall
691,Pentagon City,38.8619206,-77.0596308,Poké It Up,38.863103,-77.060888,Poke Place
692,Pentagon City,38.8619206,-77.0596308,MAC Cosmetics,38.863475,-77.06014236441803,Cosmetics Shop
693,Pentagon City,38.8619206,-77.0596308,Visionworks Doctors of Optometry,38.86305828833737,-77.06089221312355,Optical Shop
694,Pentagon City,38.8619206,-77.0596308,Zara,38.86327028251777,-77.05978218868312,Clothing Store
695,Pentagon City,38.8619206,-77.0596308,Apple Pentagon City,38.8631982,-77.0611876,Electronics Store
696,Pentagon City,38.8619206,-77.0596308,Bath & Body Works,38.862647,-77.060886,Miscellaneous Shop
697,Pentagon City,38.8619206,-77.0596308,Nando's Peri-Peri,38.86310364957474,-77.06312254071236,Portuguese Restaurant
698,Pentagon City,38.8619206,-77.0596308,Garrett's Gourmet Popcorn,38.86322610073175,-77.06050938269813,Snack Place
699,Pentagon City,38.8619206,-77.0596308,Commonwealth Joe,38.862728711356596,-77.05552262792725,Coffee Shop
700,Pentagon City,38.8619206,-77.0596308,Modern Day Spa,38.86313880316488,-77.06089331634767,Spa
701,Pentagon City,38.8619206,-77.0596308,CorePower Yoga,38.86243741654823,-77.05612868070602,Yoga Studio
702,Pentagon City,38.8619206,-77.0596308,SEPHORA,38.863538,-77.060152,Cosmetics Shop
703,Pentagon City,38.8619206,-77.0596308,J.Crew,38.8639164369058,-77.06012733082419,Clothing Store
704,Pentagon City,38.8619206,-77.0596308,Armani Exchange,38.86322805688232,-77.06052062983485,Boutique
705,Pentagon City,38.8619206,-77.0596308,Pentagon Row Square,38.8639903,-77.0624805,Plaza
706,Pentagon City,38.8619206,-77.0596308,sweetgreen,38.862587,-77.0563699,Salad Place
707,Pentagon City,38.8619206,-77.0596308,Virginia Highlands Park,38.859222688246675,-77.06026622266053,Park
708,Pentagon City,38.8619206,-77.0596308,Old Virginia Tobacco Co.,38.86240023551218,-77.06136642411116,Smoke Shop
709,Pentagon City,38.8619206,-77.0596308,World Market,38.86286004625301,-77.0633482969589,Furniture / Home Store
710,Pentagon City,38.8619206,-77.0596308,Gap,38.862466822209235,-77.06133051947481,Clothing Store
711,Pentagon City,38.8619206,-77.0596308,Godiva Chocolatier,38.863357,-77.060684,Chocolate Shop
712,Pentagon City,38.8619206,-77.0596308,Lebanese Taverna,38.86356458170005,-77.06296305921757,Middle Eastern Restaurant
713,Pentagon City,38.8619206,-77.0596308,Marshalls,38.8620957,-77.0588618,Department Store
714,Pentagon City,38.8619206,-77.0596308,Pentagon Centre,38.86180896485724,-77.05872592686856,Shopping Mall
715,Pentagon City,38.8619206,-77.0596308,Tasteful Delight,38.862379790502445,-77.06363749282033,Chinese Restaurant
716,Pentagon City,38.8619206,-77.0596308,Whole Foods Market,38.86295097826099,-77.05479688232414,Grocery Store
717,Pentagon City,38.8619206,-77.0596308,Roti Modern Mediterranean,38.862210812356274,-77.05651760101318,Mediterranean Restaurant
718,Pentagon City,38.8619206,-77.0596308,Auntie Anne's,38.86330249461264,-77.06049769155517,Snack Place
719,Pentagon City,38.8619206,-77.0596308,Macy's,38.86456,-77.059967,Department Store
720,Pentagon City,38.8619206,-77.0596308,Orangetheory Fitness,38.86141394037553,-77.05630924239907,Gym / Fitness Center
721,Pentagon City,38.8619206,-77.0596308,Unleashed by Petco,38.86420292536993,-77.06254506314524,Pet Store
722,Pentagon City,38.8619206,-77.0596308,Thaiphoon,38.86346557975887,-77.06292414124864,Thai Restaurant
723,Pentagon City,38.8619206,-77.0596308,Epic SmokeHouse,38.86092218308286,-77.05617427825928,BBQ Joint
724,Pentagon City,38.8619206,-77.0596308,Saigon Saigon,38.86474672291338,-77.06307001466793,Vietnamese Restaurant
725,Pentagon City,38.8619206,-77.0596308,Sur La Table,38.86423527459298,-77.06277877824257,Furniture / Home Store
726,Pentagon City,38.8619206,-77.0596308,Smoothie King,38.864703,-77.062518,Smoothie Shop
727,Pentagon City,38.8619206,-77.0596308,European Wax Center,38.861914,-77.056365,Health & Beauty Service
728,Pentagon City,38.8619206,-77.0596308,Residence Inn by Marriott Arlington Pentagon City,38.86451774576557,-77.0561783277168,Hotel
729,Pentagon City,38.8619206,-77.0596308,Pentagon Row,38.86410964986578,-77.06264970728263,Shopping Mall
730,Pentagon City,38.8619206,-77.0596308,Wells Fargo,38.860065868705384,-77.0558711886406,Bank
731,Pentagon City,38.8619206,-77.0596308,Extreme Pizza,38.8602307076886,-77.05615161198865,Pizza Place
732,Pentagon City,38.8619206,-77.0596308,The UPS Store,38.8606832,-77.0560201,Shipping Store
733,Pentagon City,38.8619206,-77.0596308,W Nails & Spa,38.860363537500376,-77.05613475235349,Spa
734,Pentagon City,38.8619206,-77.0596308,Korean BBQ Taco Box,38.85934854860882,-77.05553846396357,Food Truck
735,Pentagon City,38.8619206,-77.0596308,Basin Barroom,38.86291984261241,-77.05493977312969,Bar
736,Pentagon City,38.8619206,-77.0596308,Rooftop Pool At The Bartlett,38.862471,-77.054897,Pool
737,Prospect House,38.890396100000004,-77.0841585,AMC Courthouse Plaza 8,38.8900891914044,-77.08511531352997,Movie Theater
738,Prospect House,38.890396100000004,-77.0841585,"Bayou Bakery, Coffee Bar & Eatery",38.891162,-77.083578,Cajun / Creole Restaurant
739,Prospect House,38.890396100000004,-77.0841585,Arlington Farmers Market,38.88986037930009,-77.0845822968073,Farmers Market
740,Prospect House,38.890396100000004,-77.0841585,Sawatdee,38.889652,-77.085706,Thai Restaurant
741,Prospect House,38.890396100000004,-77.0841585,The Brew Shop,38.8922855177094,-77.08235021027127,Beer Store
742,Prospect House,38.890396100000004,-77.0841585,La Tingeria,38.89212103372307,-77.08493075775452,Food Truck
743,Prospect House,38.890396100000004,-77.0841585,Hyatt Place Arlington/Courthouse Plaza,38.891115,-77.087447,Hotel
744,Prospect House,38.890396100000004,-77.0841585,Ragtime,38.889453,-77.083442,Bar
745,Prospect House,38.890396100000004,-77.0841585,Fire Works Pizza,38.8898943550623,-77.0872585416388,Pizza Place
746,Prospect House,38.890396100000004,-77.0841585,CorePower Yoga,38.8920858,-77.0811332,Yoga Studio
747,Prospect House,38.890396100000004,-77.0841585,Ireland's Four Courts,38.89156434900779,-77.08396733259988,Irish Pub
748,Prospect House,38.890396100000004,-77.0841585,Sweet Leaf,38.890837,-77.086139,Sandwich Place
749,Prospect House,38.890396100000004,-77.0841585,Five Guys,38.89072707075007,-77.08728725408685,Burger Joint
