index,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
250,Clarendon,38.8857615,-77.09697109999999,Endo Sushi,38.884831,-77.094156,Japanese Restaurant
251,Clarendon,38.8857615,-77.09697109999999,El Pollo Rico,38.883878006108944,-77.10072576999664,Peruvian Restaurant
252,Clarendon,38.8857615,-77.09697109999999,Gold's Gym,38.8872923,-77.0931529,Gym / Fitness Center
253,Clarendon,38.8857615,-77.09697109999999,Green Pig Bistro,38.886153763923666,-77.09275424480438,Gastropub
254,Clarendon,38.8857615,-77.09697109999999,DarNa Restaurant and Lounge,38.88405026149809,-77.0996396562058,Middle Eastern Restaurant
255,Clarendon,38.8857615,-77.09697109999999,The Board Room,38.88445174830682,-77.09312621653751,Bar
256,Clarendon,38.8857615,-77.09697109999999,Clarendon Metro Plaza,38.8871677581436,-77.09510544600268,Park
257,Clarendon,38.8857615,-77.09697109999999,Citizen Burger Bar,38.886004,-77.094604,American Restaurant
258,Clarendon,38.8857615,-77.09697109999999,Heritage Brewpub & Roastery,38.88818034,-77.09340761,Gastropub
259,Clarendon,38.8857615,-77.09697109999999,Four Sisters Grill,38.88738,-77.094513,Vietnamese Restaurant
260,Clarendon,38.8857615,-77.09697109999999,Baba,38.88867207384737,-77.09336435968422,Cocktail Bar
261,Clarendon,38.8857615,-77.09697109999999,Kung Fu Tea,38.88747399276839,-77.0945715380077,Bubble Tea Shop
262,Clarendon,38.8857615,-77.09697109999999,Origins Thai Spa Elite,38.883955390377395,-77.09293416047272,Spa
263,Clarendon,38.8857615,-77.09697109999999,Carvel,38.88346719646815,-77.09948489051378,Ice Cream Shop
264,Clarendon,38.8857615,-77.09697109999999,Ambar,38.88869608755989,-77.09334620354068,Eastern European Restaurant
265,Clarendon,38.8857615,-77.09697109999999,The Container Store,38.887879,-77.092458,Furniture / Home Store
266,Clarendon,38.8857615,-77.09697109999999,CIRCA at Clarendon,38.886984,-77.094254,American Restaurant
267,Clarendon,38.8857615,-77.09697109999999,Cheesecake Factory,38.887895,-77.093448,American Restaurant
268,Clarendon,38.8857615,-77.09697109999999,Clarendon Dog Park,38.888380311380885,-77.0960282195823,Dog Run
269,Clarendon,38.8857615,-77.09697109999999,Le Pain Quotidien,38.88743052328734,-77.09328491534427,Bakery
270,Clarendon,38.8857615,-77.09697109999999,Bluemercury Clarendon,38.888122247132884,-77.09255296379206,Spa
271,Clarendon,38.8857615,-77.09697109999999,AT&T,38.8878775,-77.0942196,Mobile Phone Shop
272,Clarendon,38.8857615,-77.09697109999999,Mala Tang,38.88599106579576,-77.1025744111537,Chinese Restaurant
273,Clarendon,38.8857615,-77.09697109999999,Barnes & Noble,38.887197,-77.091551,Bookstore
274,Clarendon,38.8857615,-77.09697109999999,Whitlow's on Wilson,38.888637542594964,-77.09308067305106,Sports Bar
275,Clarendon,38.8857615,-77.09697109999999,Crate and Barrel,38.88754,-77.09189,Furniture / Home Store
276,Clarendon,38.8857615,-77.09697109999999,Buena Vida Clarendon,38.8885,-77.09336,Mexican Restaurant
277,Clarendon,38.8857615,-77.09697109999999,Virginia ABC Store,38.8845939743611,-77.09284278651542,Liquor Store
278,Clarendon,38.8857615,-77.09697109999999,YMCA,38.88766957101958,-77.10194600367309,Gym
279,Clarendon,38.8857615,-77.09697109999999,Washington Sports Clubs,38.887809,-77.0925782,Gym
280,Clarendon,38.8857615,-77.09697109999999,lululemon,38.88834210308664,-77.0925151104334,Sporting Goods Shop
281,Columbia Forest,38.8540013,-77.1102566,W&OD Trail Columbia Pike Entrance,38.85638658401749,-77.10983185593985,Trail
282,Columbia Forest,38.8540013,-77.1102566,Arlington Mill Community Center,38.85633039940207,-77.1122628965339,Recreation Center
283,Columbia Forest,38.8540013,-77.1102566,7-Eleven,38.8558222,-77.1113475,Convenience Store
284,Columbia Forest,38.8540013,-77.1102566,Goodwill Retail Store,38.85675845918038,-77.10815517226312,Thrift / Vintage Store
285,Columbia Forest,38.8540013,-77.1102566,Popeyes Louisiana Kitchen,38.856061723472244,-77.11311107987451,Fried Chicken Joint
286,Columbia Forest,38.8540013,-77.1102566,Little Caesars Pizza,38.855680956401315,-77.11354606537094,Pizza Place
287,Columbia Forest,38.8540013,-77.1102566,Pizza Hut,38.85697887421284,-77.10929945111275,Pizza Place
288,Columbia Forest,38.8540013,-77.1102566,CVS pharmacy,38.85590116541186,-77.11333197869317,Pharmacy
289,Columbia Forest,38.8540013,-77.1102566,Infinity pool,38.85489386163239,-77.11026957645116,Pool
290,Columbia Heights,38.8576123,-77.1210902,Long Branch Nature Center,38.85993639093595,-77.12280018277934,Trail
291,Columbia Heights,38.8576123,-77.1210902,Shell,38.854359461106306,-77.11807785041441,Gas Station
292,Court House,38.89121110000001,-77.085624,AMC Courthouse Plaza 8,38.8900891914044,-77.08511531352997,Movie Theater
293,Court House,38.89121110000001,-77.085624,"Bayou Bakery, Coffee Bar & Eatery",38.891162,-77.083578,Cajun / Creole Restaurant
294,Court House,38.89121110000001,-77.085624,Arlington Farmers Market,38.88986037930009,-77.0845822968073,Farmers Market
295,Court House,38.89121110000001,-77.085624,Hyatt Place Arlington/Courthouse Plaza,38.891115,-77.087447,Hotel
296,Court House,38.89121110000001,-77.085624,Sawatdee,38.889652,-77.085706,Thai Restaurant
297,Court House,38.89121110000001,-77.085624,La Tingeria,38.89212103372307,-77.08493075775452,Food Truck
298,Court House,38.89121110000001,-77.085624,Fire Works Pizza,38.8898943550623,-77.0872585416388,Pizza Place
299,Court House,38.89121110000001,-77.085624,Five Guys,38.89072707075007,-77.08728725408685,Burger Joint
300,Court House,38.89121110000001,-77.085624,The Brew Shop,38.8922855177094,-77.08235021027127,Beer Store
301,Court House,38.89121110000001,-77.085624,Wylie Wagg,38.890671312504644,-77.08900345020453,Pet Store
302,Court House,38.89121110000001,-77.085624,Java Shack,38.890786,-77.08897,Coffee Shop
303,Court House,38.89121110000001,-77.085624,Ireland's Four Courts,38.89156434900779,-77.08396733259988,Irish Pub
304,Court House,38.89121110000001,-77.085624,Sweet Leaf,38.890837,-77.086139,Sandwich Place
305,Court House,38.89121110000001,-77.085624,Chelsea Market & Deli,38.88998793859635,-77.08581846546477,Deli / Bodega
306,Court House,38.89121110000001,-77.085624,Brooklyn Bagel Bakery,38.891807,-77.084207,Bagel Shop
307,Court House,38.89121110000001,-77.085624,edge yoga,38.89036115261447,-77.08859651795603,Yoga Studio
308,Court House,38.89121110000001,-77.085624,MeJana - Lebanese Cuisine,38.890297961308256,-77.08723425865173,Middle Eastern Restaurant
309,Court House,38.89121110000001,-77.085624,Earl's Sandwiches,38.89009754221234,-77.08990573883057,Sandwich Place
310,Court House,38.89121110000001,-77.085624,My Thrive Pilates,38.8897024,-77.0872535,Pilates Studio
311,Court House,38.89121110000001,-77.085624,Ragtime,38.889453,-77.083442,Bar
312,Court House,38.89121110000001,-77.085624,Euro Market,38.89133762629279,-77.08603262901306,Deli / Bodega
313,Court House,38.89121110000001,-77.085624,Blümen Cafe,38.889795982896615,-77.0897592991367,Café
314,Court House,38.89121110000001,-77.085624,CorePower Yoga,38.8920858,-77.0811332,Yoga Studio
315,Court House,38.89121110000001,-77.085624,Tupelo Honey,38.89221933,-77.08208717,Southern / Soul Food Restaurant
316,Court House,38.89121110000001,-77.085624,TNR Cafe,38.891860927209066,-77.08404985606268,Chinese Restaurant
317,Court House,38.89121110000001,-77.085624,Pho Deluxe Arlington,38.88996798996725,-77.08637304028119,Vietnamese Restaurant
318,Court House,38.89121110000001,-77.085624,Courthouse Plaza,38.89010090109838,-77.08608820087805,Miscellaneous Shop
319,Court House,38.89121110000001,-77.085624,Seoul Food DC,38.88943841894199,-77.08364931574881,Food Truck
320,Court House,38.89121110000001,-77.085624,Residence Inn Arlington Courthouse,38.88971966717043,-77.08735764026642,Hotel
321,Court House,38.89121110000001,-77.085624,European Wax Center,38.89278396348535,-77.08114040317244,Health & Beauty Service
322,Court House,38.89121110000001,-77.085624,Galaxy Hut,38.88962780774051,-77.09102421998978,Dive Bar
323,Court House,38.89121110000001,-77.085624,Sushi Rock,38.891505,-77.081182,Sushi Restaurant
324,Court House,38.89121110000001,-77.085624,Buuz Thai Eatery,38.89267019959979,-77.08138062312308,Thai Restaurant
325,Court House,38.89121110000001,-77.085624,Current Boutique,38.89011233667195,-77.08944896460551,Boutique
326,Court House,38.89121110000001,-77.085624,Gold's Gym,38.88865562157733,-77.08398789189232,Gym / Fitness Center
327,Court House,38.89121110000001,-77.085624,Delhi Dhaba,38.89036194862961,-77.08800343883469,Indian Restaurant
328,Court House,38.89121110000001,-77.085624,Silk Salon & Spa,38.889901992582,-77.08647149340108,Health & Beauty Service
329,Court House,38.89121110000001,-77.085624,The UPS Store,38.8906746,-77.0862987,Shipping Store
330,Court House,38.89121110000001,-77.085624,Afghan Kabob House,38.89184582445656,-77.08389465495458,Middle Eastern Restaurant
331,Court House,38.89121110000001,-77.085624,Uptown Cafe,38.890802117737714,-77.08196867626548,Restaurant
332,Court House,38.89121110000001,-77.085624,Asahi Japanese Restaurant,38.889428,-77.086324,Sushi Restaurant
333,Court House,38.89121110000001,-77.085624,GNC,38.890129414384894,-77.08591993171221,Supplement Shop
334,Court House,38.89121110000001,-77.085624,Starbucks,38.890163,-77.085979,Coffee Shop
335,Court House,38.89121110000001,-77.085624,Aqua Nails & Spa,38.890131113030385,-77.08932900252016,Spa
336,Court House,38.89121110000001,-77.085624,PNC Bank,38.88912,-77.09,Bank
337,Court House,38.89121110000001,-77.085624,Subway,38.89047944301988,-77.08824205139271,Sandwich Place
338,Court House,38.89121110000001,-77.085624,Dunkin',38.891284426659695,-77.08617789061577,Donut Shop
339,Court House,38.89121110000001,-77.085624,Corner Bakery Cafe,38.89163,-77.085527,Bakery
340,Court House,38.89121110000001,-77.085624,The Olive Oil Boom,38.892134504907105,-77.08266574353806,Gourmet Shop
341,Court House,38.89121110000001,-77.085624,7-Eleven,38.8917473,-77.0820884,Convenience Store
342,Court House,38.89121110000001,-77.085624,Chef On Wheels,38.891131342862174,-77.08371114001892,Food Truck
343,Court House,38.89121110000001,-77.085624,Wells Fargo,38.8911613,-77.08673209999999,Bank
344,Court House,38.89121110000001,-77.085624,Hilton Garden Inn Arlington/Courthouse Plaza,38.88902017842127,-77.0833922829695,Hotel
345,Court House,38.89121110000001,-77.085624,Courthaus Social,38.890114,-77.086513,Beer Garden
346,Court House,38.89121110000001,-77.085624,Verizon Arlington Office,38.88951231613339,-77.08480149010167,Mobile Phone Shop
347,Court House,38.89121110000001,-77.085624,Arlington Rooftop Bar & Grill,38.89030275102846,-77.08812232950949,Bar
348,Court House,38.89121110000001,-77.085624,California Tortilla,38.89178671535699,-77.08441035684181,Mexican Restaurant
349,Court House,38.89121110000001,-77.085624,Subway,38.890224180791904,-77.08365322039256,Sandwich Place
350,Court House,38.89121110000001,-77.085624,Papa John's Pizza,38.89031124843733,-77.08837725206627,Pizza Place
351,Court House,38.89121110000001,-77.085624,The Perfect Pita,38.89021656925686,-77.08564325211998,Mediterranean Restaurant
352,Court House,38.89121110000001,-77.085624,FedEx Office Print & Ship Center,38.890066,-77.0869229,Shipping Store
353,Court House,38.89121110000001,-77.085624,CVS pharmacy,38.890969,-77.085341,Pharmacy
354,Court House,38.89121110000001,-77.085624,City Market & Deli,38.8904853937017,-77.08534777377155,Deli / Bodega
355,Court House,38.89121110000001,-77.085624,Mama's Donut Bites,38.891409409847476,-77.08522863485997,Donut Shop
356,Court House,38.89121110000001,-77.085624,Court House Metro Station,38.89126926660628,-77.08520233391266,Metro Station
357,Court House,38.89121110000001,-77.085624,Arlington Courthouse Market,38.890663948800864,-77.08499820169212,Flea Market
358,Court House,38.89121110000001,-77.085624,New York Express,38.89145068920757,-77.08526235674991,Food Truck
359,Court House,38.89121110000001,-77.085624,DC Sliders Truck,38.89112124380695,-77.08357625066132,Food Truck
360,Court House,38.89121110000001,-77.085624,Burger District,38.8919868,-77.08277,Burger Joint
361,Court House,38.89121110000001,-77.085624,VFW Post 3150,38.89550734078041,-77.0850033828979,Pub
362,Crescent Hills,38.904833700000005,-77.1458128,Knights of Columbus Pool,38.906956685797404,-77.14181975756715,Pool
363,Crescent Hills,38.904833700000005,-77.1458128,Rock Spring Park,38.90500186812767,-77.14071461774847,Park
364,Crescent Hills,38.904833700000005,-77.1458128,Wilson's Power Washing & Sealing,38.90465,-77.15108,Construction & Landscaping
365,Crystal City,38.857904299999994,-77.05028979999999,Mind Your Body Oasis,38.858075,-77.050286,Yoga Studio
366,Crystal City,38.857904299999994,-77.05028979999999,Crystal City Water Park,38.859545522649434,-77.05032042540407,Plaza
367,Crystal City,38.857904299999994,-77.05028979999999,Synetic Theater,38.85693426210599,-77.05109310826163,Theater
368,Crystal City,38.857904299999994,-77.05028979999999,Capital Chicken & Waffles,38.855624002238294,-77.05053504544145,Food Truck
369,Crystal City,38.857904299999994,-77.05028979999999,"We, The Pizza",38.85509458382156,-77.04942137280497,Pizza Place
370,Crystal City,38.857904299999994,-77.05028979999999,Crystal City Wine Shop,38.85602,-77.049899,Wine Shop
371,Crystal City,38.857904299999994,-77.05028979999999,Highline RxR,38.85614930483526,-77.04944903484919,Bar
372,Crystal City,38.857904299999994,-77.05028979999999,Lily Bubble Tea & Smoothie,38.85838730653935,-77.05087185651084,Juice Bar
373,Crystal City,38.857904299999994,-77.05028979999999,Good Stuff Eatery,38.85499692515746,-77.04937085757965,Burger Joint
374,Crystal City,38.857904299999994,-77.05028979999999,Chick-fil-A,38.85447,-77.04963,Fast Food Restaurant
375,Crystal City,38.857904299999994,-77.05028979999999,Morton's The Steakhouse,38.8584437,-77.0496525,Steakhouse
376,Crystal City,38.857904299999994,-77.05028979999999,Ted's Montana Grill,38.854108,-77.049679,American Restaurant
377,Crystal City,38.857904299999994,-77.05028979999999,Sloppy Mama's,38.86077807348033,-77.05038887503986,Food Truck
378,Crystal City,38.857904299999994,-77.05028979999999,Earth Treks,38.86171746262268,-77.05063760677079,Climbing Gym
379,Crystal City,38.857904299999994,-77.05028979999999,The Perfect Pita,38.8581923718515,-77.05150744603854,American Restaurant
380,Crystal City,38.857904299999994,-77.05028979999999,Crystal Park Sport&Health,38.85382908272137,-77.04859435558319,Gym / Fitness Center
381,Crystal City,38.857904299999994,-77.05028979999999,Ruth's Chris Steak House,38.8536822,-77.0483858,Steakhouse
382,Crystal City,38.857904299999994,-77.05028979999999,Crystal Gateway Marriott,38.859059163981456,-77.05256885286872,Hotel
383,Crystal City,38.857904299999994,-77.05028979999999,sweetgreen,38.8543963,-77.0497481,Salad Place
384,Crystal City,38.857904299999994,-77.05028979999999,Jaleo,38.85357049803758,-77.0497212675634,Tapas Restaurant
385,Crystal City,38.857904299999994,-77.05028979999999,Starbucks,38.860595,-77.050332,Coffee Shop
386,Crystal City,38.857904299999994,-77.05028979999999,Neramitra Thai Restaurant,38.85460247474606,-77.04941641687675,Thai Restaurant
387,Crystal City,38.857904299999994,-77.05028979999999,Archstone Crystal Towers,38.85919477813931,-77.05483808739257,Residential Building (Apartment / Condo)
388,Crystal City,38.857904299999994,-77.05028979999999,Auntie Anne's Pretzels,38.85842530987624,-77.05114579042174,Snack Place
389,Crystal City,38.857904299999994,-77.05028979999999,Hilton Garden Inn Reagan National Airport,38.855082332120105,-77.0528644323349,Hotel
390,Crystal City,38.857904299999994,-77.05028979999999,Crystal Houses - Gym,38.85653666867578,-77.05429227282504,Gym
391,Crystal City,38.857904299999994,-77.05028979999999,Crystal City FRESHFARM Market,38.857772566244044,-77.05001592636108,Farmers Market
392,Crystal City,38.857904299999994,-77.05028979999999,Embassy Suites by Hilton Crystal City National Airport,38.8613269536574,-77.05259922076418,Hotel
393,Crystal City,38.857904299999994,-77.05028979999999,Crowne Plaza Washington Natl Airport,38.860565,-77.050201,Hotel
394,Crystal City,38.857904299999994,-77.05028979999999,GNC,38.858177301014656,-77.05098479941294,Supplement Shop
395,Crystal City,38.857904299999994,-77.05028979999999,Cosi,38.855120370522464,-77.04931664610737,Sandwich Place
396,Crystal City,38.857904299999994,-77.05028979999999,Americana Hotel,38.8607963,-77.0526623,Hotel
397,Crystal City,38.857904299999994,-77.05028979999999,Hertz,38.858712,-77.052692,Rental Car Location
398,Crystal City,38.857904299999994,-77.05028979999999,Dunkin',38.85826955941916,-77.05104243916861,Donut Shop
399,Crystal City,38.857904299999994,-77.05028979999999,Wells Fargo,38.85833023403057,-77.05103784799576,Bank
400,Crystal City,38.857904299999994,-77.05028979999999,Subway,38.85832434828376,-77.05063011481029,Sandwich Place
401,Crystal City,38.857904299999994,-77.05028979999999,Crystal City Underground,38.85619294989633,-77.05064748409144,Shopping Mall
402,Crystal City,38.857904299999994,-77.05028979999999,Over the Rice,38.86123446276375,-77.05069808144977,Food Truck
403,Crystal City,38.857904299999994,-77.05028979999999,Enterprise Rent-A-Car,38.8545874,-77.0526629,Rental Car Location
404,Crystal City,38.857904299999994,-77.05028979999999,Starbucks,38.85364663106395,-77.04945985496629,Coffee Shop
405,Crystal City,38.857904299999994,-77.05028979999999,Crystal City Marriott at Reagan National Airport,38.8564163222267,-77.05141648655626,Hotel
406,Crystal City,38.857904299999994,-77.05028979999999,FedEx Office Print & Ship Center,38.85495153240772,-77.04983484788511,Shipping Store
407,Crystal City,38.857904299999994,-77.05028979999999,Capital One Bank,38.8553644,-77.0496984,Bank
408,Crystal City,38.857904299999994,-77.05028979999999,Sushi Garden,38.858234784671964,-77.05150800292749,Sushi Restaurant
409,Crystal City,38.857904299999994,-77.05028979999999,Hampton Inn & Suites Crystal City Reagan Arpt,38.8554731,-77.0528374,Hotel
410,Crystal City,38.857904299999994,-77.05028979999999,Paramount Cafe,38.86035516341917,-77.05305926791044,Deli / Bodega
411,Crystal City,38.857904299999994,-77.05028979999999,Cold Stone Creamery,38.854284,-77.049632,Ice Cream Shop
412,Crystal City,38.857904299999994,-77.05028979999999,McCormick & Schmick's Seafood,38.8558819,-77.0496379,Seafood Restaurant
413,Crystal City,38.857904299999994,-77.05028979999999,Subway,38.85468531085419,-77.05016093955531,Sandwich Place
414,Crystal City,38.857904299999994,-77.05028979999999,Chipotle Mexican Grill,38.853839,-77.048715,Mexican Restaurant
415,Crystal City,38.857904299999994,-77.05028979999999,SoHo Cafe & Market,38.862245433436314,-77.05107753604037,Sandwich Place
416,Crystal City,38.857904299999994,-77.05028979999999,Au Bon Pain,38.8552888049686,-77.0501112204693,Soup Place
417,Crystal City,38.857904299999994,-77.05028979999999,Ali Khans Food Cart,38.856257,-77.049026,Food Truck
418,Crystal City,38.857904299999994,-77.05028979999999,Plaza Gourmet,38.854558875952016,-77.05010473236567,Restaurant
419,Crystal City,38.857904299999994,-77.05028979999999,Red Bone,38.855452655003816,-77.05048444801477,Food Truck
420,Crystal City,38.857904299999994,-77.05028979999999,Kora Restaurant & Bar,38.85372006341106,-77.04973619815281,Italian Restaurant
421,Dominion Hills,38.8759453,-77.1410906,Bon Air Park,38.87734349676697,-77.13627833556086,Park
422,Dominion Hills,38.8759453,-77.1410906,Dominion Hills Park,38.87871918334889,-77.1396257372218,Park
423,Dominion Hills,38.8759453,-77.1410906,Four Mile Run Trail 1.5 Mile Mark,38.878414393387175,-77.13770527897357,Trail
424,Dominion Hills,38.8759453,-77.1410906,"Best Movers Service, LLC",38.88022620202031,-77.13943004608154,Moving Target
425,Donaldson Run,38.915053799999995,-77.1104113,Scenic Overlook,38.916411634952055,-77.10565365152455,Scenic Lookout
426,Donaldson Run,38.915053799999995,-77.1104113,The James I. Mayer Center For Environmental Education,38.914543,-77.108018,State / Provincial Park
427,Donaldson Run,38.915053799999995,-77.1104113,Donaldson Run Nature Area,38.91536456290914,-77.11338311457435,Park
428,Donaldson Run,38.915053799999995,-77.1104113,Georgetown Parkway,38.91762260805368,-77.10680308857673,Trail
429,Douglas Park,38.85308745,-77.09732865537819,Barcroft Sport and Fitness Center,38.85051684627853,-77.10176220267451,Gym
430,Douglas Park,38.85308745,-77.09732865537819,Fort Barnard Dog Park,38.85030379413284,-77.09289315926401,Dog Run
431,Douglas Park,38.85308745,-77.09732865537819,Douglas Park,38.85526313224252,-77.09629452686455,Park
432,Douglas Park,38.85308745,-77.09732865537819,West Village of Shirlington Pool,38.84951456622688,-77.09766278195042,Gym Pool
433,Douglas Park,38.85308745,-77.09732865537819,West Village Of Shirlington Fitness Center,38.84922290856774,-77.0975971601025,Gym / Fitness Center
434,Douglas Park,38.85308745,-77.09732865537819,Barcroft Park Tennis Courts,38.849333913235476,-77.09861755371094,Tennis Court
435,Douglas Park,38.85308745,-77.09732865537819,Mr. Tire Auto Service Centers,38.849049,-77.099568,Automotive Shop
436,Douglas Park,38.85308745,-77.09732865537819,Walter Reed Dog Park,38.8503187686642,-77.0928949121765,Dog Run
437,Douglas Park,38.85308745,-77.09732865537819,Barcroft field,38.849851219104494,-77.1013241405458,Soccer Field
438,East Falls Church,38.887334,-77.15442420000001,7-Eleven,38.8883354999877,-77.1599294990301,Convenience Store
439,East Falls Church,38.887334,-77.15442420000001,East Falls Church Metro Station,38.88605484496105,-77.156579774709,Metro Station
440,East Falls Church,38.887334,-77.15442420000001,"WMATA Bus Stop #6000822 (2A, 2B, 2C, 2G, 3A, 3B, 3E)",38.88618231195963,-77.15674807544555,Bus Station
441,East Falls Church,38.887334,-77.15442420000001,Zipcar East Falls Church Metro,38.88592093333333,-77.15656606666667,Rental Car Location
442,East Falls Church,38.887334,-77.15442420000001,Four Mile Run Trail 0.5 Mile Mark,38.88369427202259,-77.15124182403088,Trail
443,Fairlington,38.8326151,-77.0897028,Duck Donuts,38.82844619999999,-77.0903963,Donut Shop
444,Fairlington,38.8326151,-77.0897028,Alexandria Pastry Shop,38.82952439679146,-77.09180655714094,Bakery
445,Fairlington,38.8326151,-77.0897028,Kyoto Sushi,38.82873802676064,-77.09222927122198,Sushi Restaurant
446,Fairlington,38.8326151,-77.0897028,Pro Feed,38.82950746370703,-77.09188542864024,Pet Store
447,Fairlington,38.8326151,-77.0897028,Fairlington Community Center,38.83460302221185,-77.0872013495044,Gym
448,Fairlington,38.8326151,-77.0897028,The Fresh Market,38.82908075200419,-77.09232228406974,Grocery Store
449,Fairlington,38.8326151,-77.0897028,May Island,38.83170700314269,-77.08491494667663,Sushi Restaurant
450,Fairlington,38.8326151,-77.0897028,Hallmark,38.8286270678109,-77.09210494368065,Gift Shop
451,Fairlington,38.8326151,-77.0897028,GNC,38.82973908636749,-77.09170306417111,Supplement Shop
452,Fairlington,38.8326151,-77.0897028,Unwined,38.82967160821139,-77.09182723958244,Wine Shop
453,Fairlington,38.8326151,-77.0897028,T-Mobile,38.828378888373244,-77.09044575685766,Mobile Phone Shop
454,Fairlington,38.8326151,-77.0897028,Capital One Bank,38.8294255,-77.0925732,Bank
455,Fairlington,38.8326151,-77.0897028,Wells Fargo,38.83003822216719,-77.0851582288742,Bank
456,Fairlington,38.8326151,-77.0897028,7-Eleven,38.8315191,-77.0849137,Convenience Store
457,Fairlington,38.8326151,-77.0897028,Subway,38.828772124940215,-77.09210471653556,Sandwich Place
458,Fairlington,38.8326151,-77.0897028,McDonald's,38.829031,-77.091091,Fast Food Restaurant
459,Fairlington,38.8326151,-77.0897028,Virginia ABC Store,38.82873415943188,-77.09228050487553,Liquor Store
460,Fairlington,38.8326151,-77.0897028,California Tortilla,38.82874638836659,-77.09206563246131,Mexican Restaurant
461,Fairlington,38.8326151,-77.0897028,Batteries Plus Bulbs,38.82939929803029,-77.09221079611322,Other Repair Shop
462,Fairlington,38.8326151,-77.0897028,Bradlee Shopping Center,38.82868581869103,-77.09137148295505,Shopping Mall
463,Fairlington,38.8326151,-77.0897028,Fairlington Soft Playroom,38.834754,-77.087163,Indoor Play Area
464,Fairlington,38.8326151,-77.0897028,Robcyns,38.829472,-77.091068,Dance Studio
465,Fairlington,38.8326151,-77.0897028,Fairlington Mews,38.83315431704112,-77.0945360388208,Housing Development
466,Fairlington,38.8326151,-77.0897028,Lacrosse Unlimited of Alexandria VA,38.83033074679262,-77.09385395050049,Sporting Goods Shop
467,Fairlington,38.8326151,-77.0897028,Foxglove Flowers,38.829398,-77.08589,Flower Shop
468,Fairlington,38.8326151,-77.0897028,Capital Bikeshare,38.835098,-77.094368,Bike Rental / Bike Share
469,Forest Hills,38.9509441,-77.0580329,DC Design House,38.95016298151356,-77.05752853004891,Public Art
470,Fort Myer Heights,38.877461,-77.08082799848259,Fort Myer Fitness Center,38.87507127034262,-77.08186581611861,Gym
471,Fort Myer Heights,38.877461,-77.08082799848259,Brucker Hall,38.87994598645437,-77.0802095880783,Government Building
472,Fort Myer Heights,38.877461,-77.08082799848259,Fort Myer Class VI,38.87459307575045,-77.08080847414041,Liquor Store
473,Fort Myer Heights,38.877461,-77.08082799848259,Ft Myer AAFES Post Exchange (PX),38.87358223097666,-77.07917603858827,Government Building
474,Fort Myer Heights,38.877461,-77.08082799848259,GNC,38.88025125791937,-77.08003520965576,Supplement Shop
475,Fort Myer Heights,38.877461,-77.08082799848259,Fort Myer Bowling Center,38.877958606575405,-77.08012640476227,Bowling Alley
476,Fort Myer Heights,38.877461,-77.08082799848259,Subway,38.874560994488334,-77.08065361074424,Sandwich Place
477,Fort Myer Heights,38.877461,-77.08082799848259,Panda Express,38.874723,-77.080809,Chinese Restaurant
478,Fort Myer Heights,38.877461,-77.08082799848259,Firestone Complete Auto Care,38.87975,-77.081245,Automotive Shop
479,Fort Myer Heights,38.877461,-77.08082799848259,Ft Myer Starbucks,38.87369772079544,-77.07919226414303,Coffee Shop
480,Glencarlyn,38.8617789,-77.1291459,staples,38.86597535660462,-77.1300816079197,Paper / Office Supplies Store
481,Glencarlyn,38.8617789,-77.1291459,7-Eleven,38.8654500349902,-77.1281459927558,Convenience Store
482,Glencarlyn,38.8617789,-77.1291459,Carlin Hall,38.86333525673304,-77.12574988760484,Community Center
483,Glencarlyn,38.8617789,-77.1291459,JEFFERSON SPINE & INJURY CENTER,38.859359,-77.1264249,Chiropractor
484,Glencarlyn,38.8617789,-77.1291459,Ball-Sellers House,38.863799678634244,-77.1251430971281,History Museum
485,Garden City,38.9001116,-77.1352571,Peter Chang,38.89775690733666,-77.1389177441597,Szechuan Restaurant
486,Garden City,38.9001116,-77.1352571,Duck Donuts,38.89771400000001,-77.1395957,Donut Shop
487,Garden City,38.9001116,-77.1352571,pie-tanza,38.89756640809292,-77.13887696750692,Pizza Place
488,Garden City,38.9001116,-77.1352571,Chill Zone Coffee,38.89661423322334,-77.13872781569779,Coffee Shop
489,Garden City,38.9001116,-77.1352571,Sushi-Zen,38.89729599970816,-77.13851173527992,Sushi Restaurant
490,Garden City,38.9001116,-77.1352571,Taqueria el Poblano,38.897480667885546,-77.13882098550137,Mexican Restaurant
491,Garden City,38.9001116,-77.1352571,Gharer Khabar,38.896499094917736,-77.13231269840502,Indian Restaurant
492,Garden City,38.9001116,-77.1352571,Caribbean Grill,38.896557,-77.133289,Caribbean Restaurant
493,Garden City,38.9001116,-77.1352571,Elevation Burger,38.897293,-77.138286,Burger Joint
494,Garden City,38.9001116,-77.1352571,Harris Teeter,38.89691450030031,-77.1378870475913,Grocery Store
495,Garden City,38.9001116,-77.1352571,Yorktown Aquatic Center,38.90273281192263,-77.13978549861402,Pool
496,Garden City,38.9001116,-77.1352571,Chesapeake Bagel Bakery,38.89725558792097,-77.13847216935704,Bagel Shop
497,Garden City,38.9001116,-77.1352571,Saran Indian Cuisine,38.896453032326896,-77.1325811575259,Indian Restaurant
498,Garden City,38.9001116,-77.1352571,Starbucks,38.897377,-77.13811,Coffee Shop
499,Garden City,38.9001116,-77.1352571,Mattress Firm,38.896518925303454,-77.13848978406145,Mattress Store
